lsoa11cd,lad19cd,lad19nm,index_domain,decile,rank,score,year
E01006290,E08000010,Wigan,Income,7,22336,0.066,2019
E01006290,E08000010,Wigan,Income Deprivation Affecting Children,7,22743,0.077,2019
E01006290,E08000010,Wigan,Income Deprivation Affecting Older People,8,24501,0.074,2019
E01006290,E08000010,Wigan,Index of Multiple Deprivation,8,23004,11.286,2019
E01006290,E08000010,Wigan,Living Environment,5,14982,20.389,2019
E01006291,E08000010,Wigan,Barriers to Housing and Services,10,31126,6.744,2019
E01006291,E08000010,Wigan,Crime,2,5531,0.79,2019
E01006291,E08000010,Wigan,"Education, Skills and Training",3,8772,29.537,2019
E01006291,E08000010,Wigan,Employment,3,6690,0.149,2019
E01006291,E08000010,Wigan,Health Deprivation and Disability,2,5143,0.89,2019
E01006291,E08000010,Wigan,Income,4,10568,0.149,2019
E01006291,E08000010,Wigan,Income Deprivation Affecting Children,7,20718,0.09,2019
E01006291,E08000010,Wigan,Income Deprivation Affecting Older People,3,7516,0.24,2019
E01006291,E08000010,Wigan,Index of Multiple Deprivation,3,8200,29.599,2019
E01006291,E08000010,Wigan,Living Environment,3,9630,28.563,2019
E01006292,E08000010,Wigan,Barriers to Housing and Services,9,27450,11.162,2019
E01006292,E08000010,Wigan,Crime,4,10411,0.402,2019
E01006292,E08000010,Wigan,"Education, Skills and Training",5,13770,19.991,2019
E01006292,E08000010,Wigan,Employment,5,13637,0.094,2019
E01006292,E08000010,Wigan,Health Deprivation and Disability,4,11523,0.307,2019
E01006292,E08000010,Wigan,Income,6,16520,0.099,2019
E01006292,E08000010,Wigan,Income Deprivation Affecting Children,6,18446,0.108,2019
E01006292,E08000010,Wigan,Income Deprivation Affecting Older People,6,18021,0.114,2019
E01006292,E08000010,Wigan,Index of Multiple Deprivation,5,15277,18.949,2019
E01006292,E08000010,Wigan,Living Environment,4,10397,27.237,2019
E01006293,E08000010,Wigan,Barriers to Housing and Services,8,26006,12.499,2019
E01006293,E08000010,Wigan,Crime,2,3343,1.024,2019
E01006293,E08000010,Wigan,"Education, Skills and Training",5,13996,19.632,2019
E01006293,E08000010,Wigan,Employment,2,5762,0.159,2019
E01006293,E08000010,Wigan,Health Deprivation and Disability,2,6079,0.782,2019
E01006293,E08000010,Wigan,Income,3,9283,0.164,2019
E01006293,E08000010,Wigan,Income Deprivation Affecting Children,5,15985,0.13,2019
E01006293,E08000010,Wigan,Income Deprivation Affecting Older People,4,10689,0.19,2019
E01006293,E08000010,Wigan,Index of Multiple Deprivation,3,8691,28.628,2019
E01006293,E08000010,Wigan,Living Environment,8,23080,10.929,2019
E01006294,E08000010,Wigan,Barriers to Housing and Services,10,31098,6.785,2019
E01006294,E08000010,Wigan,Crime,3,7827,0.593,2019
E01006294,E08000010,Wigan,"Education, Skills and Training",6,18675,13.414,2019
E01006294,E08000010,Wigan,Employment,4,10409,0.114,2019
E01006294,E08000010,Wigan,Health Deprivation and Disability,2,5678,0.825,2019
E01006294,E08000010,Wigan,Income,4,12496,0.13,2019
E01006294,E08000010,Wigan,Income Deprivation Affecting Children,7,19825,0.097,2019
E01006294,E08000010,Wigan,Income Deprivation Affecting Older People,3,9337,0.21,2019
E01006294,E08000010,Wigan,Index of Multiple Deprivation,4,11332,24.084,2019
E01006294,E08000010,Wigan,Living Environment,3,6677,34.023,2019
E01006295,E08000010,Wigan,Barriers to Housing and Services,9,28890,9.695,2019
E01006295,E08000010,Wigan,Crime,1,2602,1.133,2019
E01006295,E08000010,Wigan,"Education, Skills and Training",3,8693,29.703,2019
E01006295,E08000010,Wigan,Employment,2,5548,0.162,2019
E01006295,E08000010,Wigan,Health Deprivation and Disability,2,5195,0.883,2019
E01006295,E08000010,Wigan,Income,3,7872,0.182,2019
E01006295,E08000010,Wigan,Income Deprivation Affecting Children,5,13816,0.153,2019
E01006295,E08000010,Wigan,Income Deprivation Affecting Older People,3,7101,0.247,2019
E01006295,E08000010,Wigan,Index of Multiple Deprivation,2,5804,35.263,2019
E01006295,E08000010,Wigan,Living Environment,2,4110,40.481,2019
E01006296,E08000010,Wigan,Barriers to Housing and Services,6,16643,20.008,2019
E01006296,E08000010,Wigan,Crime,3,6967,0.661,2019
E01006296,E08000010,Wigan,"Education, Skills and Training",2,3291,49.754,2019
E01006296,E08000010,Wigan,Employment,1,1228,0.252,2019
E01006296,E08000010,Wigan,Health Deprivation and Disability,1,1682,1.444,2019
E01006296,E08000010,Wigan,Income,1,2263,0.298,2019
E01006296,E08000010,Wigan,Income Deprivation Affecting Children,1,3252,0.33,2019
E01006296,E08000010,Wigan,Income Deprivation Affecting Older People,2,3916,0.321,2019
E01006296,E08000010,Wigan,Index of Multiple Deprivation,1,2292,49.238,2019
E01006296,E08000010,Wigan,Living Environment,8,23616,10.422,2019
E01006297,E08000010,Wigan,Barriers to Housing and Services,9,27459,11.154,2019
E01006297,E08000010,Wigan,Crime,3,7086,0.649,2019
E01006297,E08000010,Wigan,"Education, Skills and Training",2,4075,45.439,2019
E01006297,E08000010,Wigan,Employment,2,3674,0.19,2019
E01006297,E08000010,Wigan,Health Deprivation and Disability,1,2951,1.185,2019
E01006297,E08000010,Wigan,Income,2,4121,0.248,2019
E01006297,E08000010,Wigan,Income Deprivation Affecting Children,2,4370,0.3,2019
E01006297,E08000010,Wigan,Income Deprivation Affecting Older People,2,3720,0.326,2019
E01006297,E08000010,Wigan,Index of Multiple Deprivation,2,4520,39.155,2019
E01006297,E08000010,Wigan,Living Environment,6,18939,15.32,2019
E01006298,E08000010,Wigan,Barriers to Housing and Services,9,28815,9.766,2019
E01006298,E08000010,Wigan,Crime,2,5777,0.765,2019
E01006298,E08000010,Wigan,"Education, Skills and Training",2,5967,37.79,2019
E01006298,E08000010,Wigan,Employment,1,3079,0.201,2019
E01006298,E08000010,Wigan,Health Deprivation and Disability,2,5064,0.898,2019
E01006298,E08000010,Wigan,Income,2,3808,0.255,2019
E01006298,E08000010,Wigan,Income Deprivation Affecting Children,2,3535,0.322,2019
E01006298,E08000010,Wigan,Income Deprivation Affecting Older People,2,5941,0.27,2019
E01006298,E08000010,Wigan,Index of Multiple Deprivation,2,4796,38.275,2019
E01006298,E08000010,Wigan,Living Environment,6,16970,17.812,2019
E01006299,E08000010,Wigan,Barriers to Housing and Services,7,21704,15.978,2019
E01006299,E08000010,Wigan,Crime,4,11124,0.353,2019
E01006299,E08000010,Wigan,"Education, Skills and Training",7,22974,8.898,2019
E01006299,E08000010,Wigan,Employment,7,21353,0.061,2019
E01006299,E08000010,Wigan,Health Deprivation and Disability,6,18262,-0.141,2019
E01006299,E08000010,Wigan,Income,8,23133,0.062,2019
E01006299,E08000010,Wigan,Income Deprivation Affecting Children,8,24270,0.068,2019
E01006299,E08000010,Wigan,Income Deprivation Affecting Older People,7,21636,0.09,2019
E01006299,E08000010,Wigan,Index of Multiple Deprivation,8,23207,11.105,2019
E01006299,E08000010,Wigan,Living Environment,6,19394,14.801,2019
E01006300,E08000010,Wigan,Barriers to Housing and Services,10,29737,8.737,2019
E01006300,E08000010,Wigan,Crime,9,28999,-0.989,2019
E01006300,E08000010,Wigan,"Education, Skills and Training",9,29023,3.588,2019
E01006300,E08000010,Wigan,Employment,7,22309,0.057,2019
E01006300,E08000010,Wigan,Health Deprivation and Disability,6,17049,-0.067,2019
E01006300,E08000010,Wigan,Income,9,29499,0.036,2019
E01006300,E08000010,Wigan,Income Deprivation Affecting Children,10,32358,0.014,2019
E01006300,E08000010,Wigan,Income Deprivation Affecting Older People,9,26534,0.063,2019
E01006300,E08000010,Wigan,Index of Multiple Deprivation,10,29605,5.871,2019
E01006300,E08000010,Wigan,Living Environment,8,25888,8.262,2019
E01006301,E08000010,Wigan,Barriers to Housing and Services,8,24557,13.73,2019
E01006301,E08000010,Wigan,Crime,9,27815,-0.853,2019
E01006301,E08000010,Wigan,"Education, Skills and Training",10,29779,2.963,2019
E01006301,E08000010,Wigan,Employment,8,23349,0.054,2019
E01006301,E08000010,Wigan,Health Deprivation and Disability,6,19134,-0.2,2019
E01006301,E08000010,Wigan,Income,9,28403,0.041,2019
E01006301,E08000010,Wigan,Income Deprivation Affecting Children,10,32500,0.012,2019
E01006301,E08000010,Wigan,Income Deprivation Affecting Older People,8,25876,0.067,2019
E01006301,E08000010,Wigan,Index of Multiple Deprivation,10,29983,5.536,2019
E01006301,E08000010,Wigan,Living Environment,10,30696,3.571,2019
E01006302,E08000010,Wigan,Barriers to Housing and Services,8,24301,13.945,2019
E01006302,E08000010,Wigan,Crime,8,23421,-0.474,2019
E01006302,E08000010,Wigan,"Education, Skills and Training",7,20572,11.341,2019
E01006302,E08000010,Wigan,Employment,6,17978,0.073,2019
E01006302,E08000010,Wigan,Health Deprivation and Disability,5,14270,0.116,2019
E01006302,E08000010,Wigan,Income,6,19572,0.08,2019
E01006302,E08000010,Wigan,Income Deprivation Affecting Children,7,19990,0.096,2019
E01006302,E08000010,Wigan,Income Deprivation Affecting Older People,6,18448,0.111,2019
E01006302,E08000010,Wigan,Index of Multiple Deprivation,7,22240,11.937,2019
E01006302,E08000010,Wigan,Living Environment,7,21150,12.891,2019
E01006303,E08000010,Wigan,Barriers to Housing and Services,6,16949,19.748,2019
E01006303,E08000010,Wigan,Crime,6,17487,-0.054,2019
E01006303,E08000010,Wigan,"Education, Skills and Training",8,23628,8.311,2019
E01006303,E08000010,Wigan,Employment,6,17478,0.075,2019
E01006303,E08000010,Wigan,Health Deprivation and Disability,4,11510,0.309,2019
E01006303,E08000010,Wigan,Income,8,23246,0.062,2019
E01006303,E08000010,Wigan,Income Deprivation Affecting Children,8,23584,0.072,2019
E01006303,E08000010,Wigan,Income Deprivation Affecting Older People,8,25633,0.068,2019
E01006303,E08000010,Wigan,Index of Multiple Deprivation,7,21335,12.745,2019
E01006303,E08000010,Wigan,Living Environment,7,21682,12.319,2019
E01006304,E08000010,Wigan,Barriers to Housing and Services,10,31813,5.495,2019
E01006304,E08000010,Wigan,Crime,8,24235,-0.533,2019
E01006304,E08000010,Wigan,"Education, Skills and Training",5,14769,18.505,2019
E01006304,E08000010,Wigan,Employment,4,11062,0.11,2019
E01006304,E08000010,Wigan,Health Deprivation and Disability,4,10215,0.409,2019
E01006304,E08000010,Wigan,Income,6,16486,0.099,2019
E01006304,E08000010,Wigan,Income Deprivation Affecting Children,5,14963,0.14,2019
E01006304,E08000010,Wigan,Income Deprivation Affecting Older People,7,21885,0.088,2019
E01006304,E08000010,Wigan,Index of Multiple Deprivation,6,18002,15.944,2019
E01006304,E08000010,Wigan,Living Environment,9,29019,5.292,2019
E01006305,E08000010,Wigan,Barriers to Housing and Services,4,11904,24.229,2019
E01006305,E08000010,Wigan,Crime,2,6306,0.718,2019
E01006305,E08000010,Wigan,"Education, Skills and Training",1,1017,66.726,2019
E01006305,E08000010,Wigan,Employment,1,2258,0.22,2019
E01006305,E08000010,Wigan,Health Deprivation and Disability,1,2806,1.21,2019
E01006305,E08000010,Wigan,Income,1,3115,0.273,2019
E01006305,E08000010,Wigan,Income Deprivation Affecting Children,2,3329,0.328,2019
E01006305,E08000010,Wigan,Income Deprivation Affecting Older People,2,5799,0.273,2019
E01006305,E08000010,Wigan,Index of Multiple Deprivation,1,2612,47.262,2019
E01006305,E08000010,Wigan,Living Environment,10,30752,3.502,2019
E01006306,E08000010,Wigan,Barriers to Housing and Services,7,19895,17.414,2019
E01006306,E08000010,Wigan,Crime,1,1435,1.377,2019
E01006306,E08000010,Wigan,"Education, Skills and Training",1,3089,50.912,2019
E01006306,E08000010,Wigan,Employment,1,1147,0.256,2019
E01006306,E08000010,Wigan,Health Deprivation and Disability,1,520,1.872,2019
E01006306,E08000010,Wigan,Income,1,2136,0.302,2019
E01006306,E08000010,Wigan,Income Deprivation Affecting Children,2,6291,0.261,2019
E01006306,E08000010,Wigan,Income Deprivation Affecting Older People,1,2348,0.378,2019
E01006306,E08000010,Wigan,Index of Multiple Deprivation,1,1319,56.245,2019
E01006306,E08000010,Wigan,Living Environment,4,12861,23.375,2019
E01006307,E08000010,Wigan,Barriers to Housing and Services,9,26711,11.858,2019
E01006307,E08000010,Wigan,Crime,1,1072,1.497,2019
E01006307,E08000010,Wigan,"Education, Skills and Training",2,5040,41.32,2019
E01006307,E08000010,Wigan,Employment,2,4765,0.173,2019
E01006307,E08000010,Wigan,Health Deprivation and Disability,1,1744,1.429,2019
E01006307,E08000010,Wigan,Income,2,5767,0.216,2019
E01006307,E08000010,Wigan,Income Deprivation Affecting Children,2,5856,0.27,2019
E01006307,E08000010,Wigan,Income Deprivation Affecting Older People,2,6277,0.263,2019
E01006307,E08000010,Wigan,Index of Multiple Deprivation,2,4099,40.538,2019
E01006307,E08000010,Wigan,Living Environment,6,19587,14.568,2019
E01006308,E08000010,Wigan,Barriers to Housing and Services,9,29323,9.218,2019
E01006308,E08000010,Wigan,Crime,1,1671,1.319,2019
E01006308,E08000010,Wigan,"Education, Skills and Training",1,1917,58.464,2019
E01006308,E08000010,Wigan,Employment,2,4073,0.184,2019
E01006308,E08000010,Wigan,Health Deprivation and Disability,1,3283,1.133,2019
E01006308,E08000010,Wigan,Income,2,4610,0.238,2019
E01006308,E08000010,Wigan,Income Deprivation Affecting Children,2,4922,0.289,2019
E01006308,E08000010,Wigan,Income Deprivation Affecting Older People,2,5135,0.288,2019
E01006308,E08000010,Wigan,Index of Multiple Deprivation,2,3370,43.421,2019
E01006308,E08000010,Wigan,Living Environment,4,11981,24.682,2019
E01006309,E08000010,Wigan,Barriers to Housing and Services,8,23884,14.297,2019
E01006309,E08000010,Wigan,Crime,1,3162,1.047,2019
E01006309,E08000010,Wigan,"Education, Skills and Training",1,3133,50.676,2019
E01006309,E08000010,Wigan,Employment,2,3435,0.195,2019
E01006309,E08000010,Wigan,Health Deprivation and Disability,1,2944,1.186,2019
E01006309,E08000010,Wigan,Income,2,5624,0.218,2019
E01006309,E08000010,Wigan,Income Deprivation Affecting Children,3,7072,0.247,2019
E01006309,E08000010,Wigan,Income Deprivation Affecting Older People,3,8759,0.218,2019
E01006309,E08000010,Wigan,Index of Multiple Deprivation,2,4128,40.461,2019
E01006309,E08000010,Wigan,Living Environment,7,20199,13.904,2019
E01006310,E08000010,Wigan,Barriers to Housing and Services,8,25426,12.983,2019
E01006310,E08000010,Wigan,Crime,2,3759,0.971,2019
E01006310,E08000010,Wigan,"Education, Skills and Training",2,4148,45.122,2019
E01006310,E08000010,Wigan,Employment,1,2746,0.209,2019
E01006310,E08000010,Wigan,Health Deprivation and Disability,2,4275,0.994,2019
E01006310,E08000010,Wigan,Income,2,3317,0.267,2019
E01006310,E08000010,Wigan,Income Deprivation Affecting Children,2,6068,0.265,2019
E01006310,E08000010,Wigan,Income Deprivation Affecting Older People,2,4115,0.315,2019
E01006310,E08000010,Wigan,Index of Multiple Deprivation,2,3711,42.039,2019
E01006310,E08000010,Wigan,Living Environment,6,17081,17.66,2019
E01006311,E08000010,Wigan,Barriers to Housing and Services,7,20250,17.151,2019
E01006311,E08000010,Wigan,Crime,3,8303,0.557,2019
E01006311,E08000010,Wigan,"Education, Skills and Training",2,3638,47.659,2019
E01006311,E08000010,Wigan,Employment,2,4953,0.171,2019
E01006311,E08000010,Wigan,Health Deprivation and Disability,2,3327,1.128,2019
E01006311,E08000010,Wigan,Income,2,6024,0.211,2019
E01006311,E08000010,Wigan,Income Deprivation Affecting Children,3,6873,0.25,2019
E01006311,E08000010,Wigan,Income Deprivation Affecting Older People,2,6328,0.262,2019
E01006311,E08000010,Wigan,Index of Multiple Deprivation,2,5777,35.342,2019
E01006311,E08000010,Wigan,Living Environment,9,29193,5.124,2019
E01006312,E08000010,Wigan,Barriers to Housing and Services,10,31175,6.645,2019
E01006312,E08000010,Wigan,Crime,9,28978,-0.987,2019
E01006312,E08000010,Wigan,"Education, Skills and Training",9,26970,5.295,2019
E01006312,E08000010,Wigan,Employment,9,26585,0.044,2019
E01006312,E08000010,Wigan,Health Deprivation and Disability,5,15295,0.046,2019
E01006312,E08000010,Wigan,Income,9,26437,0.049,2019
E01006312,E08000010,Wigan,Income Deprivation Affecting Children,9,26902,0.052,2019
E01006312,E08000010,Wigan,Income Deprivation Affecting Older People,8,24809,0.072,2019
E01006312,E08000010,Wigan,Index of Multiple Deprivation,9,29042,6.356,2019
E01006312,E08000010,Wigan,Living Environment,7,21770,12.23,2019
E01006313,E08000010,Wigan,Barriers to Housing and Services,9,27888,10.758,2019
E01006313,E08000010,Wigan,Crime,3,9278,0.484,2019
E01006313,E08000010,Wigan,"Education, Skills and Training",3,7798,32.062,2019
E01006313,E08000010,Wigan,Employment,2,6102,0.155,2019
E01006313,E08000010,Wigan,Health Deprivation and Disability,2,3633,1.086,2019
E01006313,E08000010,Wigan,Income,2,6525,0.202,2019
E01006313,E08000010,Wigan,Income Deprivation Affecting Children,3,7384,0.242,2019
E01006313,E08000010,Wigan,Income Deprivation Affecting Older People,2,6536,0.257,2019
E01006313,E08000010,Wigan,Index of Multiple Deprivation,3,7569,30.968,2019
E01006313,E08000010,Wigan,Living Environment,8,24793,9.286,2019
E01006314,E08000010,Wigan,Barriers to Housing and Services,9,28786,9.804,2019
E01006314,E08000010,Wigan,Crime,7,19830,-0.215,2019
E01006314,E08000010,Wigan,"Education, Skills and Training",8,24327,7.637,2019
E01006314,E08000010,Wigan,Employment,7,20888,0.062,2019
E01006314,E08000010,Wigan,Health Deprivation and Disability,6,19027,-0.193,2019
E01006314,E08000010,Wigan,Income,8,25756,0.052,2019
E01006314,E08000010,Wigan,Income Deprivation Affecting Children,10,30926,0.028,2019
E01006314,E08000010,Wigan,Income Deprivation Affecting Older People,8,23214,0.081,2019
E01006314,E08000010,Wigan,Index of Multiple Deprivation,9,27387,7.729,2019
E01006314,E08000010,Wigan,Living Environment,9,29022,5.289,2019
E01006315,E08000010,Wigan,Barriers to Housing and Services,4,11756,24.366,2019
E01006315,E08000010,Wigan,Crime,8,23094,-0.448,2019
E01006315,E08000010,Wigan,"Education, Skills and Training",9,26576,5.634,2019
E01006315,E08000010,Wigan,Employment,9,26369,0.045,2019
E01006315,E08000010,Wigan,Health Deprivation and Disability,4,12635,0.231,2019
E01006315,E08000010,Wigan,Income,9,28091,0.042,2019
E01006315,E08000010,Wigan,Income Deprivation Affecting Children,10,30717,0.03,2019
E01006315,E08000010,Wigan,Income Deprivation Affecting Older People,8,23685,0.078,2019
E01006315,E08000010,Wigan,Index of Multiple Deprivation,8,25824,8.975,2019
E01006315,E08000010,Wigan,Living Environment,8,24529,9.554,2019
E01006316,E08000010,Wigan,Barriers to Housing and Services,4,10826,25.312,2019
E01006316,E08000010,Wigan,Crime,6,16990,-0.019,2019
E01006316,E08000010,Wigan,"Education, Skills and Training",9,29480,3.225,2019
E01006316,E08000010,Wigan,Employment,8,25790,0.047,2019
E01006316,E08000010,Wigan,Health Deprivation and Disability,7,21077,-0.327,2019
E01006316,E08000010,Wigan,Income,9,27183,0.046,2019
E01006316,E08000010,Wigan,Income Deprivation Affecting Children,9,26642,0.054,2019
E01006316,E08000010,Wigan,Income Deprivation Affecting Older People,9,26987,0.061,2019
E01006316,E08000010,Wigan,Index of Multiple Deprivation,9,27033,8.031,2019
E01006316,E08000010,Wigan,Living Environment,9,26611,7.605,2019
E01006317,E08000010,Wigan,Barriers to Housing and Services,10,30444,7.84,2019
E01006317,E08000010,Wigan,Crime,9,27920,-0.864,2019
E01006317,E08000010,Wigan,"Education, Skills and Training",5,15427,17.552,2019
E01006317,E08000010,Wigan,Employment,6,17583,0.075,2019
E01006317,E08000010,Wigan,Health Deprivation and Disability,4,11668,0.298,2019
E01006317,E08000010,Wigan,Income,6,18575,0.086,2019
E01006317,E08000010,Wigan,Income Deprivation Affecting Children,5,16399,0.126,2019
E01006317,E08000010,Wigan,Income Deprivation Affecting Older People,7,22431,0.085,2019
E01006317,E08000010,Wigan,Index of Multiple Deprivation,7,21604,12.508,2019
E01006317,E08000010,Wigan,Living Environment,8,26059,8.101,2019
E01006318,E08000010,Wigan,Barriers to Housing and Services,5,16186,20.395,2019
E01006318,E08000010,Wigan,Crime,8,24228,-0.533,2019
E01006318,E08000010,Wigan,"Education, Skills and Training",9,26527,5.675,2019
E01006318,E08000010,Wigan,Employment,7,22283,0.057,2019
E01006318,E08000010,Wigan,Health Deprivation and Disability,5,13806,0.144,2019
E01006318,E08000010,Wigan,Income,8,23670,0.06,2019
E01006318,E08000010,Wigan,Income Deprivation Affecting Children,8,23811,0.071,2019
E01006318,E08000010,Wigan,Income Deprivation Affecting Older People,8,25297,0.07,2019
E01006318,E08000010,Wigan,Index of Multiple Deprivation,8,25146,9.483,2019
E01006318,E08000010,Wigan,Living Environment,9,26908,7.339,2019
E01006319,E08000010,Wigan,Barriers to Housing and Services,8,25983,12.517,2019
E01006319,E08000010,Wigan,Crime,6,18333,-0.113,2019
E01006319,E08000010,Wigan,"Education, Skills and Training",9,29418,3.271,2019
E01006319,E08000010,Wigan,Employment,9,27517,0.041,2019
E01006319,E08000010,Wigan,Health Deprivation and Disability,4,12044,0.271,2019
E01006319,E08000010,Wigan,Income,9,27160,0.046,2019
E01006319,E08000010,Wigan,Income Deprivation Affecting Children,9,26578,0.054,2019
E01006319,E08000010,Wigan,Income Deprivation Affecting Older People,7,20703,0.096,2019
E01006319,E08000010,Wigan,Index of Multiple Deprivation,9,28209,7.085,2019
E01006319,E08000010,Wigan,Living Environment,10,31189,3.013,2019
E01006320,E08000010,Wigan,Barriers to Housing and Services,10,30839,7.233,2019
E01006320,E08000010,Wigan,Crime,10,29778,-1.093,2019
E01006320,E08000010,Wigan,"Education, Skills and Training",7,22216,9.657,2019
E01006320,E08000010,Wigan,Employment,7,20138,0.065,2019
E01006320,E08000010,Wigan,Health Deprivation and Disability,4,12442,0.243,2019
E01006320,E08000010,Wigan,Income,9,27222,0.046,2019
E01006320,E08000010,Wigan,Income Deprivation Affecting Children,9,29014,0.04,2019
E01006320,E08000010,Wigan,Income Deprivation Affecting Older People,9,29452,0.048,2019
E01006320,E08000010,Wigan,Index of Multiple Deprivation,9,26702,8.29,2019
E01006320,E08000010,Wigan,Living Environment,9,27708,6.575,2019
E01006321,E08000010,Wigan,Barriers to Housing and Services,10,31929,5.238,2019
E01006321,E08000010,Wigan,Crime,10,30568,-1.217,2019
E01006321,E08000010,Wigan,"Education, Skills and Training",10,29705,3.023,2019
E01006321,E08000010,Wigan,Employment,8,25818,0.047,2019
E01006321,E08000010,Wigan,Health Deprivation and Disability,5,15839,0.011,2019
E01006321,E08000010,Wigan,Income,9,27218,0.046,2019
E01006321,E08000010,Wigan,Income Deprivation Affecting Children,10,29996,0.035,2019
E01006321,E08000010,Wigan,Income Deprivation Affecting Older People,8,23700,0.078,2019
E01006321,E08000010,Wigan,Index of Multiple Deprivation,10,30242,5.282,2019
E01006321,E08000010,Wigan,Living Environment,9,27763,6.523,2019
E01006322,E08000010,Wigan,Barriers to Housing and Services,8,25301,13.077,2019
E01006322,E08000010,Wigan,Crime,2,3760,0.971,2019
E01006322,E08000010,Wigan,"Education, Skills and Training",3,6860,34.716,2019
E01006322,E08000010,Wigan,Employment,2,4208,0.181,2019
E01006322,E08000010,Wigan,Health Deprivation and Disability,2,6034,0.786,2019
E01006322,E08000010,Wigan,Income,2,5594,0.219,2019
E01006322,E08000010,Wigan,Income Deprivation Affecting Children,2,3681,0.318,2019
E01006322,E08000010,Wigan,Income Deprivation Affecting Older People,3,9514,0.207,2019
E01006322,E08000010,Wigan,Index of Multiple Deprivation,2,5600,35.828,2019
E01006322,E08000010,Wigan,Living Environment,4,12629,23.705,2019
E01006323,E08000010,Wigan,Barriers to Housing and Services,8,24812,13.508,2019
E01006323,E08000010,Wigan,Crime,1,2513,1.152,2019
E01006323,E08000010,Wigan,"Education, Skills and Training",2,3902,46.282,2019
E01006323,E08000010,Wigan,Employment,2,3560,0.192,2019
E01006323,E08000010,Wigan,Health Deprivation and Disability,2,4312,0.989,2019
E01006323,E08000010,Wigan,Income,2,4967,0.231,2019
E01006323,E08000010,Wigan,Income Deprivation Affecting Children,2,4698,0.293,2019
E01006323,E08000010,Wigan,Income Deprivation Affecting Older People,4,9914,0.201,2019
E01006323,E08000010,Wigan,Index of Multiple Deprivation,2,3623,42.398,2019
E01006323,E08000010,Wigan,Living Environment,2,5077,37.773,2019
E01006324,E08000010,Wigan,Barriers to Housing and Services,6,19487,17.728,2019
E01006324,E08000010,Wigan,Crime,1,1894,1.267,2019
E01006324,E08000010,Wigan,"Education, Skills and Training",1,2641,53.543,2019
E01006324,E08000010,Wigan,Employment,1,2688,0.21,2019
E01006324,E08000010,Wigan,Health Deprivation and Disability,2,3516,1.102,2019
E01006324,E08000010,Wigan,Income,2,4253,0.245,2019
E01006324,E08000010,Wigan,Income Deprivation Affecting Children,1,2993,0.337,2019
E01006324,E08000010,Wigan,Income Deprivation Affecting Older People,3,7507,0.24,2019
E01006324,E08000010,Wigan,Index of Multiple Deprivation,1,3157,44.517,2019
E01006324,E08000010,Wigan,Living Environment,6,17656,16.921,2019
E01006325,E08000010,Wigan,Barriers to Housing and Services,8,26107,12.415,2019
E01006325,E08000010,Wigan,Crime,1,2109,1.225,2019
E01006325,E08000010,Wigan,"Education, Skills and Training",3,6635,35.411,2019
E01006325,E08000010,Wigan,Employment,3,7390,0.141,2019
E01006325,E08000010,Wigan,Health Deprivation and Disability,3,9246,0.486,2019
E01006325,E08000010,Wigan,Income,3,9302,0.164,2019
E01006325,E08000010,Wigan,Income Deprivation Affecting Children,3,6908,0.25,2019
E01006325,E08000010,Wigan,Income Deprivation Affecting Older People,6,17200,0.121,2019
E01006325,E08000010,Wigan,Index of Multiple Deprivation,3,7214,31.683,2019
E01006325,E08000010,Wigan,Living Environment,3,7057,33.285,2019
E01006326,E08000010,Wigan,Barriers to Housing and Services,10,31443,6.184,2019
E01006326,E08000010,Wigan,Crime,1,66,2.267,2019
E01006326,E08000010,Wigan,"Education, Skills and Training",3,6943,34.511,2019
E01006326,E08000010,Wigan,Employment,1,3008,0.202,2019
E01006326,E08000010,Wigan,Health Deprivation and Disability,1,1829,1.411,2019
E01006326,E08000010,Wigan,Income,2,5402,0.222,2019
E01006326,E08000010,Wigan,Income Deprivation Affecting Children,3,6851,0.251,2019
E01006326,E08000010,Wigan,Income Deprivation Affecting Older People,4,10727,0.19,2019
E01006326,E08000010,Wigan,Index of Multiple Deprivation,1,2389,48.614,2019
E01006326,E08000010,Wigan,Living Environment,1,1854,50.385,2019
E01006327,E08000010,Wigan,Barriers to Housing and Services,3,7603,29.058,2019
E01006327,E08000010,Wigan,Crime,2,3448,1.01,2019
E01006327,E08000010,Wigan,"Education, Skills and Training",2,3727,47.182,2019
E01006327,E08000010,Wigan,Employment,1,1702,0.236,2019
E01006327,E08000010,Wigan,Health Deprivation and Disability,1,475,1.894,2019
E01006327,E08000010,Wigan,Income,1,975,0.353,2019
E01006327,E08000010,Wigan,Income Deprivation Affecting Children,1,1325,0.407,2019
E01006327,E08000010,Wigan,Income Deprivation Affecting Older People,1,1451,0.424,2019
E01006327,E08000010,Wigan,Index of Multiple Deprivation,1,1296,56.431,2019
E01006327,E08000010,Wigan,Living Environment,8,25441,8.677,2019
E01006328,E08000010,Wigan,Barriers to Housing and Services,10,30032,8.388,2019
E01006328,E08000010,Wigan,Crime,1,46,2.371,2019
E01006328,E08000010,Wigan,"Education, Skills and Training",2,4703,42.695,2019
E01006328,E08000010,Wigan,Employment,2,4519,0.177,2019
E01006328,E08000010,Wigan,Health Deprivation and Disability,1,3086,1.164,2019
E01006328,E08000010,Wigan,Income,2,5863,0.214,2019
E01006328,E08000010,Wigan,Income Deprivation Affecting Children,4,10202,0.198,2019
E01006328,E08000010,Wigan,Income Deprivation Affecting Older People,3,7118,0.246,2019
